artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]安樂死某和中心有商機嗎？,2017/07/28,20:41:36,https://www.ptt.cc/bbs/Gossiping/M.1501303660.A.950.html,xzcb2008,Gossiping,9,3,1,"最近在想

很多其實想自殺

可是一來沒有勇氣

二來政府無能不允許安樂死

如果開一間公司

專門媒合一群人或是兩個人

一起自殺

也由於這個因素

互相幫忙給與足夠量的藥劑

互相按按鈕注射

這公司只是媒合兩個人互相自殺

公司僅提供顧問意見以及心理諮商

收取這個費用

我覺得對社會這貢獻可以很大

看起來也遊走法律邊緣

二來再配合凶宅的業務

幫忙處理家屬遺留的凶宅

這種互相安樂死顧問有限公司

有前途嗎？
"
[問卦]鬼島有沒有機會開放安樂死？,2017/07/30,03:24:31,https://www.ptt.cc/bbs/Gossiping/M.1501414236.A.259.html,protoman,Gossiping,10,5,1,"隨著年紀增長，也越來越看清一些社會的現實面，

看著房價不斷飆升，現在政府又說要讓房地產作為經濟的火車頭，

小魯這輩子感覺要買房子好像越來越困難。

房貸貸下去，生活品質勢必會受到一定的影響，

如果再加上結婚生子養小孩，我根本不敢想像我能給孩子多好的生活。


所以不如就這樣吧，一輩子工作到退休，可能存的錢也不夠我過退休生活，

如果到時候發現真的沒錢了，也不想去影響其他親朋好友，

不如直接請醫院把我安樂死，好像對這個社會也比較不會有負擔。


請問鬼島有沒有機會開放安樂死的八卦？謝謝。
"
[問卦]在台灣安樂死合法的話,2017/08/01,14:32:20,https://www.ptt.cc/bbs/Gossiping/M.1501627102.A.178.html,ianliu777,Gossiping,13,7,1,"安安肥宅們

如果台灣安樂死合法的話

是不是一堆人去排隊掛號了

這樣台灣就會少一堆人 八卦-N



如果真的那麼多人想安樂死

是不是代表這國家沒什麼未來 讓人絕望

歡迎理性討論

順便詢問 你會想安樂死嗎？
"
[問卦]支持安樂死的人是不是怕老了沒錢看病？,2017/08/02,05:42:38,https://www.ptt.cc/bbs/Gossiping/M.1501681737.A.6FE.html,neetcat,Gossiping,27,9,3,"如題 大家都知道台灣的健保便宜 醫療品質又好

所以一堆歐美華僑 都喜歡回台灣用健保

可是小弟查了一下 以住院來說 健保補助的4人病房也要1天2000

如果沒搶到健保4人房 就只能用3人的


可是 3人的1天3000 一個月就要9萬 一年也要109.5萬

如果手術 醫藥 看護加上去 那就更可怕了


台灣的新聞上 只聽過有錢人想盡辦法延壽 比如王永慶 李登輝 卻沒聽過頂層有錢人想死


所以是不是在台灣吵著要安樂死的 都是怕老了付不起醫藥費的人啊？
"
[新聞]荷蘭安樂死逐年增加佔死亡人數4.5%,2017/08/02,17:47:57,https://www.ptt.cc/bbs/Gossiping/M.1501725240.A.515.html,X100,Gossiping,34,22,0,"荷蘭安樂死逐年增加 佔死亡人數4.5%

中央廣播電台
http://news.rti.org.tw/news/detail/?recordId=360551
荷蘭實施安樂死合法化已經10多年，根據最新的研究報告，安樂死在荷蘭已經逐漸成為死
亡的「普遍執行方式」，佔總死亡人口的4.5%。

調查指出，荷蘭醫生現在應越來越多人的要求執行安樂死，而這些人並非都是末期病患。

荷蘭在2002年成為全球第一個安樂死合法化的國家，允許醫生協助病人結束生命。尋求安
樂死的人必須是承受無法忍受的痛苦，且沒有希望治癒或緩解，但他們的狀況不一定得是
致命的。

在2015年前，大部份尋求安樂死或協助自殺的人都患有重病，但有些則是老年、早期失智
、精神疾病等。大約半數申請安樂死的案例都獲得批准。

這項研究報告發表在3日出刊的「新英格蘭醫學雜誌」(New England Journal of
Medicine)。
"
[問卦]如果台灣開放安樂死會怎樣,2017/08/02,22:31:04,https://www.ptt.cc/bbs/Gossiping/M.1501742227.A.FD4.html,mury1414,Gossiping,18,7,1,"現在一堆人整天把厭世掛在嘴邊

可見想死的人越來越多

可能是怕痛還是放不下之類的一直沒死成功

如果如果今天台灣開放安樂死讓這些人得償夙願

那台灣會變得怎樣
"
[問卦]肥窮禿矮醜臭魯身障是不是該安樂死或結紮????,2017/08/03,00:43:31,https://www.ptt.cc/bbs/Gossiping/M.1501750174.A.472.html,pttloser5566,Gossiping,25,6,8,"根據調查
肥 窮 禿 矮 醜 臭 魯 身障
犯罪率比正常人還要高些

希特勒以前也說過
為了減少犯罪率 為了國家生產力
也為了優生學 日耳曼人的純淨
這些人應該強制結紮或安樂死

台灣是否也該比照辦理????
順便問下 這樣八卦板會少多少人????
"
Re:[問卦]肥窮禿矮醜臭魯身障是不是該安樂死或結紮????,2017/08/03,00:50:33,https://www.ptt.cc/bbs/Gossiping/M.1501750596.A.D1E.html,arch20161219,Gossiping,12,5,0,"台灣早就該立法 『自願安樂死』

能善終 又不會妨害到他人（警消 一般民眾）

有些想死卻不敢自殺的人多痛苦阿 只會衍生社會問題

更偽善一點的還說可以幫忙輔導屁話連篇

這個社會就是人吃人 弱肉強食

因此

可以在一個中心 安然的離開人間

雖然出生在哪個環境無法自決

但

國家保障能安樂死 就是一種大善

btw

道德魔人會阻攔

不過北歐的一些國家已有這樣安樂死的制度了
上吊
燒炭
跳河海
跳樓
蓄意酒駕
bla bla bla
什麼1995防自殺都暫時的啦
有太多因素無法解決那些想離開人間的人
政府也只是睜一隻眼閉一隻眼 裝模作樣的搞個社工制度
而且有些話不能說的太明白
只好讓社工之類的讓你『緩自殺』
可站內信討論哦"
[新聞]荷蘭安樂死成「常態」非重症也要求,2017/08/03,22:59:34,https://www.ptt.cc/bbs/Gossiping/M.1501830337.A.2B2.html,sgzt,Gossiping,90,61,4,"荷蘭安樂死成「常態」 非重症也要求
https://money.udn.com/money/story/5599/2620939
2017-08-03 15:15 聯合晚報 編譯郭宣含／美聯社倫敦2日電
《新英格蘭醫學期刊》3日發表一項研究指出，荷蘭的安樂死已成「常態」，4.5%的荷蘭
人選擇以此方式了結生命，而且有越來越多非重症病患也要求安樂死。

此研究回顧荷蘭1990-2015年的安樂死情況，內容主要根據醫師回答的問卷結果。此研究
的作者指出，使用安樂死和協助自殺「已成為荷蘭緩解臨終痛苦的常態」。

荷蘭在2002年成為全球第一個醫師可以合法協助民眾死亡的國家。不管是醫師主動造成患
者死亡，或者是醫師開致命藥物協助病患自殺，這兩類安樂死都受到荷蘭政府允許。選擇
安樂死的民眾必須面臨「無法承受的痛苦」而且無望緩解，但未必是致命的情況。

此研究指出，1990年荷蘭安樂死尚未合法時，有1.7%的人選擇安樂死，到了2015年則增至
4.5%，同年尋求安樂死協助的病患，已有8%的人離世。安樂死的民眾中，92%患有嚴重疾
病，其他則患有因老化而產生的疾病、初期癡呆症、精神疾病或其他併發症；三分之一以
上的人都年逾80歲。

研究第一作者兼鹿特丹伊拉斯姆斯大學醫學中心教授艾格妮斯．范德海表示，現在病患更
願意要求安樂死，醫生也更同意這麼做；要求安樂死的非末期病患仍占少數，但人數逐漸
增加。

范德海說，當協助自殺成為結束生命更普遍的選擇後，民眾會更願意要求安樂死；今年政
府已核准半數的安樂死申請，去年則約為三分之一。

美國國家衛生研究所生命倫理學者肯姆認為，這份報告引發擔憂，尤其是民眾因老化問題
尋求安樂死；老年人可能有健康問題，但不會威脅到生命，他們無法行動自如，而且朋友
走了，兒孫不常探視，他們的生命是否還有價值值得討論。

部分學者認為，荷蘭的經驗可供其他考慮安樂死合法化的國家參考，體制若未多加管制，
安樂死人數自然會增加。
"
[問卦]支持開放安樂死跟拯救自殺有矛盾嗎?,2017/08/07,03:51:47,https://www.ptt.cc/bbs/Gossiping/M.1502107069.A.FFB.html,j9517823,Gossiping,9,3,0,"看到一些有終身俸的
被兒女丟在醫院拖著
或者變成植物人
寧願安樂死也不願苟活

那自殺呢?
當事人自己都判定不想活了
現實社會對他說不定是水深火熱
活著只有痛苦
救他的也沒辦法給他任何未來的保障
那阻止人家自殺會不會很缺德?



"
[問卦]如何計畫讓自己安樂死,2017/08/08,19:23:35,https://www.ptt.cc/bbs/Gossiping/M.1502249377.A.EDC.html,yomi620,Gossiping,68,28,1,"本魯10年前就有這種想法了

雖然大家都說活下去就有好事發生

努力撐了這麼久 還是感覺不到人生有啥意義

據說去瑞士安樂死 大概費用要30萬左右



算算時間 等本魯上面倆老都過世

還要再撐一陣子

計畫辦完雙親後事後

保險+房子便宜賣出

剩餘的錢捐出去

留下50～70萬左右計畫去瑞士 請一個月翻譯人員陪同

找醫生開診斷和許可證明 然後自己安樂死

預估3個月內可以完成

不造成任何人困擾 也不會有人傷心

錢有剩的話還可以給翻譯人員


目前唯一辛苦的地方

就是要在雙親不擔心的情況下繼續撐下去


或許有人會說都撐這麼久了

在多撐一下子吧

已經有點受夠了 每天行屍走肉的生活

各種勵志好聽話也聽了不少

一樣覺得沒啥幫助

反正目前是不會實行自殺

至少等父母都去世後 才會去實行

鄉民如果有好的建議也可以說來聽聽
"
[問卦]開放安樂死可以減少多少問題？,2017/08/12,03:09:28,https://www.ptt.cc/bbs/Gossiping/M.1502536531.A.C1B.html,samarium,Gossiping,6,1,1,"餓死抬頭

如果安樂死也放入教材，告訴大家安樂死也是一個選擇，跟當甲甲一樣

台灣會發生什麼變化呢？

我想到的第一個就是可以減少人口爆炸的問題

台灣如果開放安樂死後還可以解決什麼問題
"
[問卦]安樂死現況,2017/08/14,08:54:22,https://www.ptt.cc/bbs/Gossiping/M.1502730025.A.4B3.html,jacklin2002,Gossiping,14,3,2,"病痛纏身 傅達仁上書總統求安樂死
http://news.ltn.com.tw/news/life/paper/1059748
https://www.youtube.com/watch?v=pG95TvK76Bk
馬偕院長罹癌後告白：想推動安樂死
http://health.businessweekly.com.tw/AArticle.aspx?id=ARTL000017606
佛法對「安樂死」的看法（聖嚴法師-大法鼓0672）DVD
https://www.youtube.com/watch?v=4dit1ShXyuA
http://i.imgur.com/GzQUUEP.jpg
看到有一些人會認為是宗教會造成反對安樂死的阻力，

但前面兩位是基督徒，後者是佛教徒，

前者積極支持，而後者也沒有反對的意思，

我覺得宗教方面基本上不會是個理由啊！

哪到底是什麼導致了政府到今天一直都沒有意願，

想要去要推行認真推行安樂死的呢？

"
[新聞]同時接受安樂死荷蘭91歲老夫妻牽手安詳,2017/08/15,19:24:44,https://www.ptt.cc/bbs/Gossiping/M.1502854246.A.4C9.html,nerudaliu,Gossiping,91,69,3,"1.媒體來源:
自由

2.完整新聞標題:
同時接受安樂死 荷蘭91歲老夫妻牽手安詳離世

3.完整新聞內文:
〔即時新聞／綜合報導〕最早將安樂死合法化的荷蘭最近出現一對夫婦同時接受安樂死的
罕見案例，這對已經結婚65年的夫妻，他們在親人的陪伴下，牽著彼此的手，一同離開了
人世。

綜合外媒報導，尼克（Nic Elderhorst）和他妻子特莉絲（Trees Elderhorst）結婚65年
，今年已經91歲，但最近幾年來兩人的健康狀況亮起紅燈，2012年尼克中風癱瘓，而特莉
絲則罹患血管性失智症，病人反應逐漸遲鈍，記憶力也開始喪失，他們的女兒意識到父母
親時日無多，女兒說：「一起離世，是他們最深切的願望。」

據醫生的建議，雖然現在特莉絲的頭腦還算清醒，但是如果老伴走了，她很有可能病情加
重，最後不得不在養老院度過，女兒稱這是她母親所極力反對的；這對老夫妻簽了安樂死
協議，並在「臨終診所」（End of Life clinic）中度過6個月，在這段期間中，他們接受
心理學家、精神科醫師和主治醫生的評估，以確認他們尋死的意志。

在兒女的陪伴下，老夫妻深吻了對方，然後手牽著手安詳離世，女兒說這是他們最後的心
願。

雖然早在2001年，
4.完整新聞連結 (或短網址):
http://news.ltn.com.tw/news/world/breakingnews/2164369
5.備註:


白狼表示：QQ

"
